#bin,name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
"84","ENST00000961827.1","chr2","+","11746634","11827405","11765541","11824791","22","11746634,11755742,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11755864,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827405,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852441.1","chr2","+","11746637","11826420","11765541","11824791","21","11746637,11755742,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11755864,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826420,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852435.1","chr2","+","11746637","11826537","11765541","11824791","16","11746637,11765532,11767762,11771371,11773619,11776088,11779518,11782200,11783828,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,0,2,2,2,0,2,"
"84","ENST00000852436.1","chr2","+","11746637","11826537","11765541","11824791","21","11746637,11755746,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746671,11756247,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852437.1","chr2","+","11746663","11826537","11765541","11824791","20","11746663,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746725,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852438.1","chr2","+","11746670","11826537","11765541","11824791","21","11746670,11763022,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746725,11763286,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000914304.1","chr2","+","11746671","11827409","11765541","11824791","20","11746671,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11747040,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827409,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961832.1","chr2","+","11746673","11826513","11765541","11824791","21","11746673,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11747040,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826513,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852439.1","chr2","+","11746673","11826537","11765541","11824791","21","11746673,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746725,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852440.1","chr2","+","11746673","11826537","11765541","11824791","22","11746673,11763022,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11746725,11763286,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961830.1","chr2","+","11746673","11826537","11765541","11824791","20","11746673,11765532,11767762,11771371,11773619,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11748099,11765733,11767858,11771679,11773745,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,0,0,0,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000961831.1","chr2","+","11746674","11826537","11765541","11824791","22","11746674,11755746,11765532,11767762,11771371,11773619,11776085,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11747040,11755864,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826537,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000852431.1","chr2","+","11746750","11827399","11765541","11824791","22","11746750,11763022,11765532,11767762,11771371,11773619,11776088,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11747040,11763286,11765733,11767858,11771679,11773745,11776193,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11827399,","0","LPIN1","cmpl","cmpl","-1,-1,0,0,0,2,2,2,0,1,2,1,2,0,0,2,0,2,2,2,0,2,"
"84","ENST00000404113.6","chr2","+","11777206","11826530","11777206","11777206","16","11777206,11779518,11782200,11783828,11784885,11787073,11788386,11791913,11795407,11802906,11804422,11805069,11815087,11819483,11820410,11824631,","11777521,11779645,11782507,11783922,11785076,11787167,11788456,11792006,11795487,11803033,11804571,11805156,11815240,11819598,11820514,11826530,","0","LPIN1","none","none","-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
"674","ENST00000464953.2","chr2","+","11787046","11792349","11787046","11787046","3","11787046,11788386,11791913,","11787167,11788456,11792349,","0","LPIN1","none","none","-1,-1,-1,"
"84","ENST00000454151.2","chr2","+","11787129","11804519","11787129","11804519","7","11787129,11788386,11791707,11791913,11795407,11802906,11804422,","11787167,11788456,11791785,11792006,11795487,11803033,11804519,","0","LPIN1","cmpl","cmpl","0,2,0,0,0,2,0,"
"675","ENST00000487346.1","chr2","+","11804439","11805515","11804439","11804439","2","11804439,11805069,","11804571,11805515,","0","LPIN1","none","none","-1,-1,"
"675","ENST00000475922.1","chr2","+","11816152","11826513","11816152","11816152","3","11816152,11820410,11824631,","11819598,11820514,11826513,","0","LPIN1","none","none","-1,-1,-1,"
"675","ENST00000487576.1","chr2","+","11823079","11825070","11823079","11823079","2","11823079,11824631,","11823175,11825070,","0","LPIN1","none","none","-1,-1,"
"675","ENST00000842235.1","chr2","+","11829689","11834211","11829689","11829689","4","11829689,11832600,11833324,11833625,","11829892,11832666,11833428,11834211,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"675","ENST00000842234.1","chr2","+","11833900","11848434","11833900","11833900","2","11833900,11847449,","11834103,11848434,","0","MIR3681HG","none","none","-1,-1,"
"675","ENST00000429878.2","chr2","+","11833925","11866284","11833925","11833925","3","11833925,11848576,11865849,","11834103,11848744,11866284,","0","MIR3681HG","none","none","-1,-1,-1,"
"675","ENST00000578394.1","chr2","-","11836932","11836986","11836932","11836932","1","11836932,","11836986,","0","MIR4262","none","none","-1,"
"675","ENST00000839794.1","chr2","+","11856331","11866284","11856331","11856331","2","11856331,11865849,","11856496,11866284,","0","MIR3681HG","none","none","-1,-1,"
"84","ENST00000438292.5","chr2","+","11865884","12309959","11865884","11865884","5","11865884,12007746,12166737,12308687,12309860,","11865915,12007843,12166855,12308784,12309959,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000824753.1","chr2","-","11979434","12064263","11979434","11979434","2","11979434,12064196,","11980298,12064263,","0","ENSG00000307254","none","none","-1,-1,"
"84","ENST00000824631.1","chr2","+","11983921","12131585","11983921","11983921","4","11983921,11988257,12007746,12131305,","11984138,11989358,12007843,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000824754.1","chr2","-","11989174","12064353","11989174","11989174","2","11989174,12064196,","11989350,12064353,","0","ENSG00000307254","none","none","-1,-1,"
"84","ENST00000824641.1","chr2","+","11989215","12083624","11989215","11989215","3","11989215,12007746,12083448,","11989358,12007843,12083624,","0","MIR3681HG","none","none","-1,-1,-1,"
"84","ENST00000824632.1","chr2","+","11989256","12131585","11989256","11989256","4","11989256,12007746,12106817,12131305,","11989358,12007843,12106951,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000824633.1","chr2","+","11989256","12131585","11989256","11989256","5","11989256,12007746,12106817,12127966,12131305,","11989358,12007843,12106951,12128018,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000451644.6","chr2","+","12007112","12131585","12007112","12007112","4","12007112,12007746,12106817,12131305,","12007227,12007843,12106951,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000665111.2","chr2","+","12007112","12131585","12007112","12007112","6","12007112,12007746,12106455,12106817,12131305,12131471,","12007227,12007843,12106684,12106951,12131385,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"84","ENST00000824634.1","chr2","+","12007117","12131585","12007117","12007117","5","12007117,12007746,12106817,12131305,12131471,","12007227,12007843,12106951,12131385,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000412294.6","chr2","+","12007117","12578348","12007117","12007117","6","12007117,12007746,12166737,12308687,12558205,12576816,","12007227,12007843,12166855,12308784,12558444,12578348,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"84","ENST00000824630.1","chr2","+","12007118","12194771","12007118","12007118","5","12007118,12007746,12106817,12166737,12194579,","12007227,12007843,12106951,12166855,12194771,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000824639.1","chr2","+","12007127","12128091","12007127","12007127","4","12007127,12007746,12106817,12127966,","12007227,12007843,12106951,12128091,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000449986.3","chr2","+","12007127","12131585","12007127","12007127","5","12007127,12007746,12106455,12106817,12131305,","12007227,12007843,12106684,12106951,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000824636.1","chr2","+","12007127","12131585","12007127","12007127","5","12007127,12007746,12021896,12106817,12131305,","12007227,12007843,12021991,12106951,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000824635.1","chr2","+","12007127","12131588","12007127","12007127","3","12007127,12007746,12131305,","12007227,12007843,12131588,","0","MIR3681HG","none","none","-1,-1,-1,"
"84","ENST00000824640.1","chr2","+","12007131","12107299","12007131","12007131","3","12007131,12007746,12106817,","12007227,12007843,12107299,","0","MIR3681HG","none","none","-1,-1,-1,"
"84","ENST00000450916.2","chr2","+","12007132","12083624","12007132","12007132","3","12007132,12007746,12083448,","12007227,12007843,12083624,","0","MIR3681HG","none","none","-1,-1,-1,"
"84","ENST00000824637.1","chr2","+","12007134","12131585","12007134","12007134","5","12007134,12007746,12106817,12129637,12131305,","12007227,12007843,12106951,12129707,12131585,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000824638.1","chr2","+","12008925","12131585","12008925","12008925","3","12008925,12106817,12131305,","12008982,12106951,12131585,","0","MIR3681HG","none","none","-1,-1,-1,"
"676","ENST00000459604.1","chr2","-","12030302","12030372","12030302","12030302","1","12030302,","12030372,","0","SNORD18","none","none","-1,"
"84","ENST00000824755.1","chr2","-","12044867","12064265","12044867","12044867","2","12044867,12064196,","12045305,12064265,","0","ENSG00000307254","none","none","-1,-1,"
"677","ENST00000824926.1","chr2","-","12131213","12133117","12131213","12131213","2","12131213,12133036,","12131542,12133117,","0","ENSG00000307283","none","none","-1,-1,"
"84","ENST00000824843.1","chr2","-","12189508","12192879","12189508","12189508","4","12189508,12190944,12192405,12192653,","12189794,12191135,12192524,12192879,","0","ENSG00000289856","none","none","-1,-1,-1,-1,"
"84","ENST00000824842.1","chr2","-","12189508","12192882","12189508","12189508","4","12189508,12190944,12192405,12192653,","12189794,12191135,12192520,12192882,","0","ENSG00000289856","none","none","-1,-1,-1,-1,"
"84","ENST00000824841.1","chr2","-","12189579","12193249","12189579","12189579","3","12189579,12190944,12192912,","12189794,12191135,12193249,","0","ENSG00000289856","none","none","-1,-1,-1,"
"84","ENST00000824844.1","chr2","-","12189603","12192855","12189603","12189603","3","12189603,12190944,12192405,","12189794,12191135,12192855,","0","ENSG00000289856","none","none","-1,-1,-1,"
"84","ENST00000701120.2","chr2","-","12189603","12192877","12189603","12189603","3","12189603,12190944,12192653,","12189794,12191135,12192877,","0","ENSG00000289856","none","none","-1,-1,-1,"
"678","ENST00000824845.1","chr2","-","12192406","12192882","12192406","12192406","1","12192406,","12192882,","0","ENSG00000289856","none","none","-1,"
"678","ENST00000580089.1","chr2","+","12199129","12199201","12199129","12199129","1","12199129,","12199201,","0","MIR3681","none","none","-1,"
"678","ENST00000762553.1","chr2","-","12261245","12277586","12261245","12261245","2","12261245,12277296,","12261497,12277586,","0","ENSG00000290030","none","none","-1,-1,"
"678","ENST00000762555.1","chr2","-","12274755","12277648","12274755","12274755","2","12274755,12277296,","12275397,12277648,","0","ENSG00000290030","none","none","-1,-1,"
"678","ENST00000762554.1","chr2","-","12274755","12277678","12274755","12274755","3","12274755,12275522,12277296,","12275397,12275694,12277678,","0","ENSG00000290030","none","none","-1,-1,-1,"
"678","ENST00000702571.1","chr2","-","12276706","12277581","12276706","12276706","1","12276706,","12277581,","0","ENSG00000290030","none","none","-1,"
"84","ENST00000702500.1","chr2","+","12277731","12335022","12277731","12277731","3","12277731,12308687,12334417,","12277873,12308784,12335022,","0","MIR3681HG","none","none","-1,-1,-1,"
"84","ENST00000653212.1","chr2","+","12277731","12562924","12277731","12277731","6","12277731,12308687,12416088,12558205,12561099,12562143,","12277873,12308784,12416286,12558444,12561265,12562924,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"678","ENST00000701891.2","chr2","+","12277761","12309607","12277761","12277761","2","12277761,12308687,","12277873,12309607,","0","MIR3681HG","none","none","-1,-1,"
"678","ENST00000665021.1","chr2","+","12277765","12289570","12277765","12277765","2","12277765,12288655,","12277873,12289570,","0","MIR3681HG","none","none","-1,-1,"
"84","ENST00000840295.1","chr2","+","12277772","12379584","12277772","12277772","4","12277772,12308687,12340217,12379320,","12277873,12308784,12340301,12379584,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"678","ENST00000840301.1","chr2","+","12277774","12315651","12277774","12277774","3","12277774,12308687,12315508,","12277873,12308784,12315651,","0","MIR3681HG","none","none","-1,-1,-1,"
"84","ENST00000840294.1","chr2","+","12277787","12397773","12277787","12277787","6","12277787,12279328,12308687,12334417,12340217,12397521,","12277873,12279382,12308784,12334592,12340301,12397773,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"84","ENST00000840296.1","chr2","+","12277794","12379584","12277794","12277794","4","12277794,12279328,12308687,12379320,","12277873,12279382,12308784,12379584,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000840293.1","chr2","+","12277795","12416404","12277795","12277795","5","12277795,12308687,12334417,12340217,12416088,","12277873,12308784,12334592,12340301,12416404,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000653433.1","chr2","+","12295600","12379577","12295600","12295600","4","12295600,12308687,12340217,12379320,","12295684,12308784,12340301,12379577,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"678","ENST00000840305.1","chr2","+","12314053","12315654","12314053","12314053","3","12314053,12314205,12315508,","12314119,12314405,12315654,","0","MIR3681HG","none","none","-1,-1,-1,"
"678","ENST00000840307.1","chr2","+","12314190","12315654","12314190","12314190","2","12314190,12315508,","12314405,12315654,","0","MIR3681HG","none","none","-1,-1,"
"678","ENST00000840308.1","chr2","+","12314218","12315651","12314218","12314218","2","12314218,12315508,","12314420,12315651,","0","MIR3681HG","none","none","-1,-1,"
"84","ENST00000840297.1","chr2","+","12314218","12397776","12314218","12314218","2","12314218,12397521,","12314405,12397776,","0","MIR3681HG","none","none","-1,-1,"
"84","ENST00000840287.1","chr2","+","12314234","12561214","12314234","12314234","4","12314234,12416088,12558205,12561099,","12314405,12416286,12558444,12561214,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000840298.1","chr2","+","12314315","12379578","12314315","12314315","3","12314315,12340217,12379320,","12314405,12340301,12379578,","0","MIR3681HG","none","none","-1,-1,-1,"
"678","ENST00000840309.1","chr2","+","12314316","12315654","12314316","12314316","1","12314316,","12315654,","0","MIR3681HG","none","none","-1,"
"10","ENST00000664018.1","chr2","+","12314316","12702913","12314316","12314316","6","12314316,12340217,12558205,12561099,12674228,12702096,","12314405,12340301,12558444,12561265,12674347,12702913,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,-1,"
"84","ENST00000412606.2","chr2","+","12314320","12562617","12314320","12314320","4","12314320,12558205,12561099,12562143,","12314405,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000840299.1","chr2","+","12314337","12379584","12314337","12314337","2","12314337,12379320,","12314405,12379584,","0","MIR3681HG","none","none","-1,-1,"
"679","ENST00000840300.1","chr2","+","12334652","12397776","12334652","12334652","3","12334652,12340217,12397521,","12334842,12340301,12397776,","0","MIR3681HG","none","none","-1,-1,-1,"
"84","ENST00000653484.1","chr2","+","12390150","12562617","12390150","12390150","5","12390150,12416088,12558205,12561099,12562143,","12390205,12416286,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000667283.1","chr2","+","12390171","12562617","12390171","12390171","4","12390171,12558205,12561099,12562143,","12390205,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"84","ENST00000654108.1","chr2","+","12390172","12562617","12390172","12390172","5","12390172,12397521,12558205,12561099,12562143,","12390205,12398370,12558444,12561265,12562617,","0","MIR3681HG","none","none","-1,-1,-1,-1,-1,"
"84","ENST00000840288.1","chr2","+","12398041","12561213","12398041","12398041","4","12398041,12416088,12558205,12561099,","12398370,12416286,12558444,12561213,","0","MIR3681HG","none","none","-1,-1,-1,-1,"
"679","ENST00000384454.1","chr2","-","12411397","12411501","12411397","12411397","1","12411397,","12411501,","0","RNU6-843P","none","none","-1,"
